table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,nl,Andenne,,,Andenne
stops,stop_name,de,Andenne,,,Andenne
stops,stop_name,en,Andenne,,,Andenne
stops,stop_name,nl,Arcades,,,Arcades
stops,stop_name,de,Arcades,,,Arcades
stops,stop_name,en,Arcades,,,Arcades
stops,stop_name,nl,Stockem,,,Stockem
stops,stop_name,de,Stockem,,,Stockem
stops,stop_name,en,Stockem,,,Stockem
stops,stop_name,nl,Diesdelle,,,Vivier D'Oie
stops,stop_name,de,Diesdelle / Vivier D'Oie,,,Vivier D'Oie
stops,stop_name,en,Vivier D'Oie / Diesdelle,,,Vivier D'Oie
stops,stop_name,nl,Mont-Saint-Guibert,,,Mont-Saint-Guibert
stops,stop_name,de,Mont-Saint-Guibert,,,Mont-Saint-Guibert
stops,stop_name,en,Mont-Saint-Guibert,,,Mont-Saint-Guibert
stops,stop_name,nl,Boondaal,,,Boondael
stops,stop_name,de,Boondaal / Boondael,,,Boondael
stops,stop_name,en,Boondael/Boondaal,,,Boondael
stops,stop_name,nl,Blanmont,,,Blanmont
stops,stop_name,de,Blanmont,,,Blanmont
stops,stop_name,en,Blanmont,,,Blanmont
stops,stop_name,nl,Moensberg,,,Moensberg
stops,stop_name,de,Moensberg,,,Moensberg
stops,stop_name,en,Moensberg,,,Moensberg
stops,stop_name,nl,Ernage,,,Ernage
stops,stop_name,de,Ernage,,,Ernage
stops,stop_name,en,Ernage,,,Ernage
stops,stop_name,nl,Eerken,,,Archennes
stops,stop_name,de,Eerken / Archennes,,,Archennes
stops,stop_name,en,Archennes / Eerken,,,Archennes
stops,stop_name,nl,Leman,,,Leman
stops,stop_name,de,Leman,,,Leman
stops,stop_name,en,Leman,,,Leman
stops,stop_name,nl,Vorst-Zuid,,,Forest-Midi
stops,stop_name,de,Vorst-Zuid / Forest-Midi,,,Forest-Midi
stops,stop_name,en,Forest-Midi / Vorst-Zuid,,,Forest-Midi
stops,stop_name,nl,Beuzet,,,Beuzet
stops,stop_name,de,Beuzet,,,Beuzet
stops,stop_name,en,Beuzet,,,Beuzet
stops,stop_name,nl,Ruisbroek,,,Ruisbroek
stops,stop_name,de,Ruisbroek,,,Ruisbroek
stops,stop_name,en,Ruisbroek,,,Ruisbroek
stops,stop_name,nl,Lonzée,,,Lonzée
stops,stop_name,de,Lonzée,,,Lonzée
stops,stop_name,en,Lonzée,,,Lonzée
stops,stop_name,nl,Lot,,,Lot
stops,stop_name,de,Lot,,,Lot
stops,stop_name,en,Lot,,,Lot
stops,stop_name,nl,Mazy,,,Mazy
stops,stop_name,de,Mazy,,,Mazy
stops,stop_name,en,Mazy,,,Mazy
stops,stop_name,nl,Buizingen,,,Buizingen
stops,stop_name,de,Buizingen,,,Buizingen
stops,stop_name,en,Buizingen,,,Buizingen
stops,stop_name,nl,Chapelle-Dieu,,,Chapelle-Dieu
stops,stop_name,de,Chapelle-Dieu,,,Chapelle-Dieu
stops,stop_name,en,Chapelle-Dieu,,,Chapelle-Dieu
stops,stop_name,nl,Lillois,,,Lillois
stops,stop_name,de,Lillois,,,Lillois
stops,stop_name,en,Lillois,,,Lillois
stops,stop_name,nl,Floreffe,,,Floreffe
stops,stop_name,de,Floreffe,,,Floreffe
stops,stop_name,en,Floreffe,,,Floreffe
stops,stop_name,nl,De Hoek,,,De Hoek
stops,stop_name,de,De Hoek,,,De Hoek
stops,stop_name,en,De Hoek,,,De Hoek
stops,stop_name,nl,Ronet,,,Ronet
stops,stop_name,de,Ronet,,,Ronet
stops,stop_name,en,Ronet,,,Ronet
stops,stop_name,nl,Opwijk,,,Opwijk
stops,stop_name,de,Opwijk,,,Opwijk
stops,stop_name,en,Opwijk,,,Opwijk
stops,stop_name,nl,Pepinster-Cité,,,Pepinster-Cité
stops,stop_name,de,Pepinster-Cité,,,Pepinster-Cité
stops,stop_name,en,Pepinster-Cité,,,Pepinster-Cité
stops,stop_name,nl,Merchtem,,,Merchtem
stops,stop_name,de,Merchtem,,,Merchtem
stops,stop_name,en,Merchtem,,,Merchtem
stops,stop_name,nl,Trooz,,,Trooz
stops,stop_name,de,Trooz,,,Trooz
stops,stop_name,en,Trooz,,,Trooz
stops,stop_name,nl,Lembeek,,,Lembeek
stops,stop_name,de,Lembeek,,,Lembeek
stops,stop_name,en,Lembeek,,,Lembeek
stops,stop_name,nl,Gembloux,,,Gembloux
trips,trip_headsign,nl,Gembloux,,,Gembloux
stops,stop_name,de,Gembloux,,,Gembloux
trips,trip_headsign,de,Gembloux,,,Gembloux
stops,stop_name,en,Gembloux,,,Gembloux
trips,trip_headsign,en,Gembloux,,,Gembloux
stops,stop_name,nl,Buda,,,Buda
stops,stop_name,de,Buda,,,Buda
stops,stop_name,en,Buda,,,Buda
stops,stop_name,nl,Mortsel,,,Mortsel
stops,stop_name,de,Mortsel,,,Mortsel
stops,stop_name,en,Mortsel,,,Mortsel
stops,stop_name,nl,Godinne,,,Godinne
stops,stop_name,de,Godinne,,,Godinne
stops,stop_name,en,Godinne,,,Godinne
stops,stop_name,nl,Zellik,,,Zellik
stops,stop_name,de,Zellik,,,Zellik
stops,stop_name,en,Zellik,,,Zellik
stops,stop_name,nl,Pepinster,,,Pepinster
stops,stop_name,de,Pepinster,,,Pepinster
stops,stop_name,en,Pepinster,,,Pepinster
stops,stop_name,nl,Eigenbrakel,,,Braine-l'Alleud
stops,stop_name,de,Braine-l'Alleud,,,Braine-l'Alleud
stops,stop_name,en,Braine-l'Alleud,,,Braine-l'Alleud
stops,stop_name,nl,Franière,,,Franière
stops,stop_name,de,Franière,,,Franière
stops,stop_name,en,Franière,,,Franière
stops,stop_name,nl,Schaarbeek,,,Schaerbeek
trips,trip_headsign,nl,Schaarbeek,,,Schaerbeek
stops,stop_name,de,Schaarbeek / Schaerbeek,,,Schaerbeek
trips,trip_headsign,de,Schaarbeek / Schaerbeek,,,Schaerbeek
stops,stop_name,en,Schaerbeek / Schaarbeek,,,Schaerbeek
trips,trip_headsign,en,Schaerbeek / Schaarbeek,,,Schaerbeek
stops,stop_name,nl,Antwerpen-Noorderdokken,,,Anvers-Noorderdokken
trips,trip_headsign,nl,Antwerpen-Noorderdokken,,,Anvers-Noorderdokken
stops,stop_name,de,Antwerpen-Noorderdokken / Anvers-Noorderdokken,,,Anvers-Noorderdokken
trips,trip_headsign,de,Antwerpen-Noorderdokken / Anvers-Noorderdokken,,,Anvers-Noorderdokken
stops,stop_name,en,Anvers-Noorderdokken / Antwerpen-Noorderdokken,,,Anvers-Noorderdokken
trips,trip_headsign,en,Anvers-Noorderdokken / Antwerpen-Noorderdokken,,,Anvers-Noorderdokken
stops,stop_name,nl,Marche-les-Dames,,,Marche-les-Dames
stops,stop_name,de,Marche-les-Dames,,,Marche-les-Dames
stops,stop_name,en,Marche-les-Dames,,,Marche-les-Dames
stops,stop_name,nl,Simonis,,,Simonis
stops,stop_name,de,Simonis,,,Simonis
stops,stop_name,en,Simonis,,,Simonis
stops,stop_name,nl,Bressoux,,,Bressoux
stops,stop_name,de,Bressoux,,,Bressoux
stops,stop_name,en,Bressoux,,,Bressoux
stops,stop_name,nl,Nijvel,,,Nivelles
trips,trip_headsign,nl,Nijvel,,,Nivelles
stops,stop_name,de,Nijvel / Nivelles,,,Nivelles
trips,trip_headsign,de,Nijvel / Nivelles,,,Nivelles
stops,stop_name,en,Nivelles / Nijvel,,,Nivelles
trips,trip_headsign,en,Nivelles / Nijvel,,,Nivelles
stops,stop_name,nl,Flawinne,,,Flawinne
stops,stop_name,de,Flawinne,,,Flawinne
stops,stop_name,en,Flawinne,,,Flawinne
stops,stop_name,nl,Anderlecht,,,Anderlecht
stops,stop_name,de,Anderlecht,,,Anderlecht
stops,stop_name,en,Anderlecht,,,Anderlecht
stops,stop_name,nl,Statte,,,Statte
trips,trip_headsign,nl,Statte,,,Statte
stops,stop_name,de,Statte,,,Statte
trips,trip_headsign,de,Statte,,,Statte
stops,stop_name,en,Statte,,,Statte
trips,trip_headsign,en,Statte,,,Statte
stops,stop_name,nl,Holleken,,,Holleken
stops,stop_name,de,Holleken,,,Holleken
stops,stop_name,en,Holleken,,,Holleken
stops,stop_name,nl,Visé-Frontière,,,Visé-Frontière
stops,stop_name,de,Visé-Frontière,,,Visé-Frontière
stops,stop_name,en,Visé-Frontière,,,Visé-Frontière
stops,stop_name,nl,Céroux-Mousty,,,Céroux-Mousty
stops,stop_name,de,Céroux-Mousty,,,Céroux-Mousty
stops,stop_name,en,Céroux-Mousty,,,Céroux-Mousty
stops,stop_name,nl,Ampsin,,,Ampsin
stops,stop_name,de,Ampsin,,,Ampsin
stops,stop_name,en,Ampsin,,,Ampsin
stops,stop_name,nl,Linkebeek,,,Linkebeek
stops,stop_name,de,Linkebeek,,,Linkebeek
stops,stop_name,en,Linkebeek,,,Linkebeek
stops,stop_name,nl,Hergenrath-Frontière,,,Hergenrath-Frontière
stops,stop_name,de,Hergenrath-Frontière,,,Hergenrath-Frontière
stops,stop_name,en,Hergenrath-Frontière,,,Hergenrath-Frontière
stops,stop_name,nl,Pécrot,,,Pécrot
stops,stop_name,de,Pécrot,,,Pécrot
stops,stop_name,en,Pécrot,,,Pécrot
stops,stop_name,nl,Hoei,,,Huy
trips,trip_headsign,nl,Hoei,,,Huy
stops,stop_name,de,Hoei / Huy,,,Huy
trips,trip_headsign,de,Hoei / Huy,,,Huy
stops,stop_name,en,Huy / Hoei,,,Huy
trips,trip_headsign,en,Huy / Hoei,,,Huy
stops,stop_name,nl,Ukkel-Kalevoet,,,Uccle-Calevoet
stops,stop_name,de,Ukkel Kalevoet / Uccle-Calevoet,,,Uccle-Calevoet
stops,stop_name,en,Uccle-Calevoet / Ukkel-Kalevoet,,,Uccle-Calevoet
stops,stop_name,nl,Y.RENORY,,,Y.RENORY
stops,stop_name,de,Y.RENORY,,,Y.RENORY
stops,stop_name,en,Y.RENORY,,,Y.RENORY
stops,stop_name,nl,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
trips,trip_headsign,nl,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
stops,stop_name,de,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
trips,trip_headsign,de,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
stops,stop_name,en,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
trips,trip_headsign,en,Brussels Airport-Zaventem,,,Brussels Airport-Zaventem
stops,stop_name,nl,Lustin,,,Lustin
stops,stop_name,de,Lustin,,,Lustin
stops,stop_name,en,Lustin,,,Lustin
stops,stop_name,nl,Florival,,,Florival
stops,stop_name,de,Florival,,,Florival
stops,stop_name,en,Florival,,,Florival
stops,stop_name,nl,Engis,,,Engis
stops,stop_name,de,Engis,,,Engis
stops,stop_name,en,Engis,,,Engis
stops,stop_name,nl,Lebbeke,,,Lebbeke
stops,stop_name,de,Lebbeke,,,Lebbeke
stops,stop_name,en,Lebbeke,,,Lebbeke
stops,stop_name,nl,Theux,,,Theux
stops,stop_name,de,Theux,,,Theux
stops,stop_name,en,Theux,,,Theux
stops,stop_name,nl,Ukkel-Stalle,,,Uccle-Stalle
stops,stop_name,de,Ukkel- / Uccle-Stalle,,,Uccle-Stalle
stops,stop_name,en,Uccle- / Ukkel-Stalle,,,Uccle-Stalle
stops,stop_name,nl,Wezet,,,Visé
trips,trip_headsign,nl,Wezet,,,Visé
stops,stop_name,de,Wezet / Visé,,,Visé
trips,trip_headsign,de,Wezet / Visé,,,Visé
stops,stop_name,en,Visé / Wezet,,,Visé
trips,trip_headsign,en,Visé / Wezet,,,Visé
stops,stop_name,nl,Brussel-West,,,Bruxelles-Ouest
stops,stop_name,de,Brus.-West / Brux.-Ouest,,,Bruxelles-Ouest
stops,stop_name,en,Brux.-Ouest/Brus.-West,,,Bruxelles-Ouest
stops,stop_name,nl,Jambes,,,Jambes
trips,trip_headsign,nl,Jambes,,,Jambes
stops,stop_name,de,Jambes,,,Jambes
trips,trip_headsign,de,Jambes,,,Jambes
stops,stop_name,en,Jambes,,,Jambes
trips,trip_headsign,en,Jambes,,,Jambes
stops,stop_name,nl,Heizijde,,,Heizijde
stops,stop_name,de,Heizijde,,,Heizijde
stops,stop_name,en,Heizijde,,,Heizijde
stops,stop_name,nl,Juslenville,,,Juslenville
stops,stop_name,de,Juslenville,,,Juslenville
stops,stop_name,en,Juslenville,,,Juslenville
stops,stop_name,nl,Thurn-en-Taxis,,,Tour-et-Taxis
stops,stop_name,de,Thurn-en-Taxis / Tour-et-Taxis,,,Tour-et-Taxis
stops,stop_name,en,Tour-et-Taxis / Thurn-en-Taxis,,,Tour-et-Taxis
stops,stop_name,nl,Namen,,,Namur
trips,trip_headsign,nl,Namen,,,Namur
stops,stop_name,de,Namen / Namur,,,Namur
trips,trip_headsign,de,Namen / Namur,,,Namur
stops,stop_name,en,Namur / Namen,,,Namur
trips,trip_headsign,en,Namur / Namen,,,Namur
stops,stop_name,nl,Gastuche,,,Gastuche
stops,stop_name,de,Gastuche,,,Gastuche
stops,stop_name,en,Gastuche,,,Gastuche
stops,stop_name,nl,Flémalle-Haute,,,Flémalle-Haute
trips,trip_headsign,nl,Flémalle-Haute,,,Flémalle-Haute
stops,stop_name,de,Flémalle-Haute,,,Flémalle-Haute
trips,trip_headsign,de,Flémalle-Haute,,,Flémalle-Haute
stops,stop_name,en,Flémalle-Haute,,,Flémalle-Haute
trips,trip_headsign,en,Flémalle-Haute,,,Flémalle-Haute
stops,stop_name,nl,Brussel-Zuid,,,Bruxelles-Midi
trips,trip_headsign,nl,Brussel-Zuid,,,Bruxelles-Midi
stops,stop_name,de,Brus.-Zuid / Brux.-Midi,,,Bruxelles-Midi
trips,trip_headsign,de,Brus.-Zuid / Brux.-Midi,,,Bruxelles-Midi
stops,stop_name,en,Brux.-Midi/Brus.-Zuid,,,Bruxelles-Midi
trips,trip_headsign,en,Brux.-Midi/Brus.-Zuid,,,Bruxelles-Midi
stops,stop_name,nl,Trois-Ponts,,,Trois-Ponts
trips,trip_headsign,nl,Trois-Ponts,,,Trois-Ponts
stops,stop_name,de,Trois-Ponts,,,Trois-Ponts
trips,trip_headsign,de,Trois-Ponts,,,Trois-Ponts
stops,stop_name,en,Trois-Ponts,,,Trois-Ponts
trips,trip_headsign,en,Trois-Ponts,,,Trois-Ponts
stops,stop_name,nl,Luxemburg (LU),,,Luxembourg (LU)
trips,trip_headsign,nl,Luxemburg (LU),,,Luxembourg (LU)
stops,stop_name,de,Luxemburg (LU),,,Luxembourg (LU)
trips,trip_headsign,de,Luxemburg (LU),,,Luxembourg (LU)
stops,stop_name,en,Luxembourg (LU),,,Luxembourg (LU)
trips,trip_headsign,en,Luxembourg (LU),,,Luxembourg (LU)
stops,stop_name,nl,Halle,,,Hal
trips,trip_headsign,nl,Halle,,,Hal
stops,stop_name,de,Halle / Hal,,,Hal
trips,trip_headsign,de,Halle / Hal,,,Hal
stops,stop_name,en,Hal / Halle,,,Hal
trips,trip_headsign,en,Hal / Halle,,,Hal
stops,stop_name,nl,Ham-sur-Sambre,,,Ham-sur-Sambre
stops,stop_name,de,Ham-sur-Sambre,,,Ham-sur-Sambre
stops,stop_name,en,Ham-sur-Sambre,,,Ham-sur-Sambre
stops,stop_name,nl,Haren-Zuid,,,Haren-Sud
stops,stop_name,de,Haren-Zuid / Haren-Sud,,,Haren-Sud
stops,stop_name,en,Haren-Sud / Haren-Zuid,,,Haren-Sud
stops,stop_name,nl,Antwerpen-Berchem,,,Anvers-Berchem
trips,trip_headsign,nl,Antwerpen-Berchem,,,Anvers-Berchem
stops,stop_name,de,Antwerpen-Berchem / Anvers-Berchem,,,Anvers-Berchem
trips,trip_headsign,de,Antwerpen-Berchem / Anvers-Berchem,,,Anvers-Berchem
stops,stop_name,en,Anvers-Berchem / Antwerpen-Berchem,,,Anvers-Berchem
trips,trip_headsign,en,Anvers-Berchem / Antwerpen-Berchem,,,Anvers-Berchem
stops,stop_name,nl,Yvoir,,,Yvoir
trips,trip_headsign,nl,Yvoir,,,Yvoir
stops,stop_name,de,Yvoir,,,Yvoir
trips,trip_headsign,de,Yvoir,,,Yvoir
stops,stop_name,en,Yvoir,,,Yvoir
trips,trip_headsign,en,Yvoir,,,Yvoir
stops,stop_name,nl,Jette,,,Jette
trips,trip_headsign,nl,Jette,,,Jette
stops,stop_name,de,Jette,,,Jette
trips,trip_headsign,de,Jette,,,Jette
stops,stop_name,en,Jette,,,Jette
trips,trip_headsign,en,Jette,,,Jette
stops,stop_name,nl,Verviers-Paleis,,,Verviers-Palais
stops,stop_name,de,Verviers-Paleis / Verviers-Palais,,,Verviers-Palais
stops,stop_name,en,Verviers-Palais / Verviers-Paleis,,,Verviers-Palais
stops,stop_name,nl,Beersel,,,Beersel
stops,stop_name,de,Beersel,,,Beersel
stops,stop_name,en,Beersel,,,Beersel
stops,stop_name,nl,Rhisnes,,,Rhisnes
trips,trip_headsign,nl,Rhisnes,,,Rhisnes
stops,stop_name,de,Rhisnes,,,Rhisnes
trips,trip_headsign,de,Rhisnes,,,Rhisnes
stops,stop_name,en,Rhisnes,,,Rhisnes
trips,trip_headsign,en,Rhisnes,,,Rhisnes
stops,stop_name,nl,Ottignies,,,Ottignies
trips,trip_headsign,nl,Ottignies,,,Ottignies
stops,stop_name,de,Ottignies,,,Ottignies
trips,trip_headsign,de,Ottignies,,,Ottignies
stops,stop_name,en,Ottignies,,,Ottignies
trips,trip_headsign,en,Ottignies,,,Ottignies
stops,stop_name,nl,Seraing,,,Seraing
stops,stop_name,de,Seraing,,,Seraing
stops,stop_name,en,Seraing,,,Seraing
stops,stop_name,nl,Waterloo,,,Waterloo
stops,stop_name,de,Waterloo,,,Waterloo
stops,stop_name,en,Waterloo,,,Waterloo
stops,stop_name,nl,Moustier,,,Moustier
stops,stop_name,de,Moustier,,,Moustier
stops,stop_name,en,Moustier,,,Moustier
stops,stop_name,nl,Evere,,,Evere
stops,stop_name,de,Evere,,,Evere
stops,stop_name,en,Evere,,,Evere
stops,stop_name,nl,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
trips,trip_headsign,nl,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
stops,stop_name,de,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
trips,trip_headsign,de,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
stops,stop_name,en,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
trips,trip_headsign,en,Noorderkempen (Brecht),,,Noorderkempen (Brecht)
stops,stop_name,nl,Dinant,,,Dinant
trips,trip_headsign,nl,Dinant,,,Dinant
stops,stop_name,de,Dinant,,,Dinant
trips,trip_headsign,de,Dinant,,,Dinant
stops,stop_name,en,Dinant,,,Dinant
trips,trip_headsign,en,Dinant,,,Dinant
stops,stop_name,nl,Bockstael,,,Bockstael
stops,stop_name,de,Bockstael,,,Bockstael
stops,stop_name,en,Bockstael,,,Bockstael
stops,stop_name,nl,Verviers-Centraal,,,Verviers-Central
trips,trip_headsign,nl,Verviers-Centraal,,,Verviers-Central
stops,stop_name,de,Verviers-Centraal / Verviers-Central,,,Verviers-Central
trips,trip_headsign,de,Verviers-Centraal / Verviers-Central,,,Verviers-Central
stops,stop_name,en,Verviers-Central / Verviers-Centraal,,,Verviers-Central
trips,trip_headsign,en,Verviers-Central / Verviers-Centraal,,,Verviers-Central
stops,stop_name,nl,Huizingen,,,Huizingen
stops,stop_name,de,Huizingen,,,Huizingen
stops,stop_name,en,Huizingen,,,Huizingen
stops,stop_name,nl,Saint-Denis-Bovesse,,,Saint-Denis-Bovesse
stops,stop_name,de,Saint-Denis-Bovesse,,,Saint-Denis-Bovesse
stops,stop_name,en,Saint-Denis-Bovesse,,,Saint-Denis-Bovesse
stops,stop_name,nl,Profondsart,,,Profondsart
stops,stop_name,de,Profondsart,,,Profondsart
stops,stop_name,en,Profondsart,,,Profondsart
stops,stop_name,nl,Sy,,,Sy
stops,stop_name,de,Sy,,,Sy
stops,stop_name,en,Sy,,,Sy
stops,stop_name,nl,Charleroi Airport [NMBS + TEC],,,Charleroi Airport [SNCB + TEC]
stops,stop_name,de,Charleroi Airport [SNCB + TEC],,,Charleroi Airport [SNCB + TEC]
stops,stop_name,en,Charleroi Airport [SNCB + TEC],,,Charleroi Airport [SNCB + TEC]
stops,stop_name,nl,Aken West,,,Aix-la-Chapelle Ouest
stops,stop_name,de,Aachen West,,,Aix-la-Chapelle Ouest
stops,stop_name,en,Aachen West,,,Aix-la-Chapelle Ouest
